ds,y
2024-02-17 17:00:00,6515
2024-02-17 18:00:00,6920
2024-02-17 19:00:00,6866
2024-02-17 20:00:00,5803
2024-02-17 21:00:00,5727
2024-02-17 22:00:00,6557
2024-02-17 23:00:00,7001
2024-02-18 00:00:00,6714
2024-02-18 01:00:00,5419
2024-02-18 02:00:00,3744
2024-02-18 03:00:00,2472
2024-02-18 04:00:00,1305
2024-02-18 05:00:00,481
2024-02-18 06:00:00,777
2024-02-18 07:00:00,1041
2024-02-18 08:00:00,1599
2024-02-18 09:00:00,2729
2024-02-18 10:00:00,3730
2024-02-18 11:00:00,4738
2024-02-18 12:00:00,5324
2024-02-18 13:00:00,5590
2024-02-18 14:00:00,5477
2024-02-18 15:00:00,5544
2024-02-18 16:00:00,5756
2024-02-18 17:00:00,5784
2024-02-18 18:00:00,5645
2024-02-18 19:00:00,4745
2024-02-18 20:00:00,4146
2024-02-18 21:00:00,3797
2024-02-18 22:00:00,3665
2024-02-18 23:00:00,3161
2024-02-19 00:00:00,2121
2024-02-19 01:00:00,1000
2024-02-19 02:00:00,699
2024-02-19 03:00:00,482
2024-02-19 04:00:00,475
2024-02-19 05:00:00,431
2024-02-19 06:00:00,870
2024-02-19 07:00:00,1492
2024-02-19 08:00:00,2343
2024-02-19 09:00:00,3253
2024-02-19 10:00:00,3870
2024-02-19 11:00:00,4285
2024-02-19 12:00:00,4828
2024-02-19 13:00:00,4972
2024-02-19 14:00:00,5400
2024-02-19 15:00:00,5464
2024-02-19 16:00:00,5581
2024-02-19 17:00:00,5324
2024-02-19 18:00:00,5408
2024-02-19 19:00:00,4597
2024-02-19 20:00:00,4234
2024-02-19 21:00:00,3706
2024-02-19 22:00:00,2957
2024-02-19 23:00:00,1948
2024-02-20 00:00:00,969
2024-02-20 01:00:00,389
2024-02-20 02:00:00,241
2024-02-20 03:00:00,147
2024-02-20 04:00:00,261
2024-02-20 05:00:00,629
2024-02-20 06:00:00,1656
2024-02-20 07:00:00,3297
2024-02-20 08:00:00,4925
2024-02-20 09:00:00,5273
2024-02-20 10:00:00,5075
2024-02-20 11:00:00,5261
2024-02-20 12:00:00,5624
2024-02-20 13:00:00,5610
2024-02-20 14:00:00,5944
2024-02-20 15:00:00,5844
2024-02-20 16:00:00,5978
2024-02-20 17:00:00,6840
2024-02-20 18:00:00,7560
2024-02-20 19:00:00,6082
2024-02-20 20:00:00,5895
2024-02-20 21:00:00,6023
2024-02-20 22:00:00,4649
2024-02-20 23:00:00,2524
2024-02-21 00:00:00,1178
2024-02-21 01:00:00,454
2024-02-21 02:00:00,257
2024-02-21 03:00:00,195
2024-02-21 04:00:00,255
2024-02-21 05:00:00,567
2024-02-21 06:00:00,1647
2024-02-21 07:00:00,3503
2024-02-21 08:00:00,5102
2024-02-21 09:00:00,5133
2024-02-21 10:00:00,5254
2024-02-21 11:00:00,5318
2024-02-21 12:00:00,5828
2024-02-21 13:00:00,5706
2024-02-21 14:00:00,6035
2024-02-21 15:00:00,6385
2024-02-21 16:00:00,6407
2024-02-21 17:00:00,7342
2024-02-21 18:00:00,7861
2024-02-21 19:00:00,6963
2024-02-21 20:00:00,6600
2024-02-21 21:00:00,6913
2024-02-21 22:00:00,5369
2024-02-21 23:00:00,2894
2024-02-22 00:00:00,1417
2024-02-22 01:00:00,716
2024-02-22 02:00:00,403
2024-02-22 03:00:00,282
2024-02-22 04:00:00,376
2024-02-22 05:00:00,665
2024-02-22 06:00:00,1851
2024-02-22 07:00:00,3752
2024-02-22 08:00:00,5097
2024-02-22 09:00:00,5342
2024-02-22 10:00:00,5534
2024-02-22 11:00:00,5641
2024-02-22 12:00:00,5960
2024-02-22 13:00:00,6222
2024-02-22 14:00:00,6586
2024-02-22 15:00:00,6801
2024-02-22 16:00:00,7713
2024-02-22 17:00:00,8092
2024-02-22 18:00:00,8595
2024-02-22 19:00:00,8031
2024-02-22 20:00:00,7341
2024-02-22 21:00:00,7304
2024-02-22 22:00:00,6623
2024-02-22 23:00:00,4837
2024-02-23 00:00:00,2500
2024-02-23 01:00:00,1233
2024-02-23 02:00:00,696
2024-02-23 03:00:00,460
2024-02-23 04:00:00,482
2024-02-23 05:00:00,639
2024-02-23 06:00:00,1524
2024-02-23 07:00:00,3009
2024-02-23 08:00:00,3845
2024-02-23 09:00:00,4263
2024-02-23 10:00:00,4702
2024-02-23 11:00:00,5045
2024-02-23 12:00:00,5609
2024-02-23 13:00:00,5717
2024-02-23 14:00:00,6229
2024-02-23 15:00:00,6475
2024-02-23 16:00:00,6015
2024-02-23 17:00:00,6605
2024-02-23 18:00:00,7154
2024-02-23 19:00:00,6840
2024-02-23 20:00:00,5490
2024-02-23 21:00:00,5621
2024-02-23 22:00:00,6112
2024-02-23 23:00:00,5817
2024-02-24 00:00:00,5428
2024-02-24 01:00:00,4821
2024-02-24 02:00:00,3321
2024-02-24 03:00:00,2036
2024-02-24 04:00:00,1097
2024-02-24 05:00:00,505
2024-02-24 06:00:00,771
2024-02-24 07:00:00,1245
2024-02-24 08:00:00,2060
2024-02-24 09:00:00,3042
2024-02-24 10:00:00,4187
2024-02-24 11:00:00,5028
2024-02-24 12:00:00,5616
2024-02-24 13:00:00,5855
2024-02-24 14:00:00,5948
2024-02-24 15:00:00,6412
2024-02-24 16:00:00,6909
2024-02-24 17:00:00,7314
2024-02-24 18:00:00,7951
2024-02-24 19:00:00,8360
2024-02-24 20:00:00,6807
2024-02-24 21:00:00,6456
2024-02-24 22:00:00,7738
2024-02-24 23:00:00,8463
2024-02-25 00:00:00,7504
2024-02-25 01:00:00,6033
2024-02-25 02:00:00,4637
2024-02-25 03:00:00,2878
2024-02-25 04:00:00,1586
2024-02-25 05:00:00,595
2024-02-25 06:00:00,887
2024-02-25 07:00:00,1150
2024-02-25 08:00:00,1754
2024-02-25 09:00:00,2913
2024-02-25 10:00:00,4032
2024-02-25 11:00:00,4758
2024-02-25 12:00:00,5186
2024-02-25 13:00:00,5555
2024-02-25 14:00:00,5735
2024-02-25 15:00:00,5666
2024-02-25 16:00:00,5848
2024-02-25 17:00:00,5751
2024-02-25 18:00:00,5628
2024-02-25 19:00:00,4817
2024-02-25 20:00:00,3979
2024-02-25 21:00:00,3668
2024-02-25 22:00:00,2758
2024-02-25 23:00:00,2036
2024-02-26 00:00:00,1047
2024-02-26 01:00:00,483
2024-02-26 02:00:00,200
2024-02-26 03:00:00,221
2024-02-26 04:00:00,247
2024-02-26 05:00:00,676
2024-02-26 06:00:00,1759
2024-02-26 07:00:00,3716
2024-02-26 08:00:00,4803
2024-02-26 09:00:00,4611
2024-02-26 10:00:00,4909
2024-02-26 11:00:00,4735
2024-02-26 12:00:00,4806
2024-02-26 13:00:00,4837
2024-02-26 14:00:00,5249
2024-02-26 15:00:00,5624
2024-02-26 16:00:00,5360
2024-02-26 17:00:00,5816
2024-02-26 18:00:00,6464
2024-02-26 19:00:00,5245
2024-02-26 20:00:00,4797
2024-02-26 21:00:00,4602
2024-02-26 22:00:00,3532
2024-02-26 23:00:00,2269
2024-02-27 00:00:00,1151
2024-02-27 01:00:00,510
2024-02-27 02:00:00,220
2024-02-27 03:00:00,168
2024-02-27 04:00:00,247
2024-02-27 05:00:00,633
2024-02-27 06:00:00,1771
2024-02-27 07:00:00,4076
2024-02-27 08:00:00,5432
2024-02-27 09:00:00,5175
2024-02-27 10:00:00,4820
2024-02-27 11:00:00,5129
2024-02-27 12:00:00,5239
2024-02-27 13:00:00,5527
2024-02-27 14:00:00,6079
2024-02-27 15:00:00,6453
2024-02-27 16:00:00,6448
2024-02-27 17:00:00,8235
2024-02-27 18:00:00,11398
2024-02-27 19:00:00,11418
2024-02-27 20:00:00,10411
2024-02-27 21:00:00,8672
2024-02-27 22:00:00,6099
2024-02-27 23:00:00,2904
2024-02-28 00:00:00,1358
2024-02-28 01:00:00,549
2024-02-28 02:00:00,338
2024-02-28 03:00:00,210
2024-02-28 04:00:00,307
2024-02-28 05:00:00,687
2024-02-28 06:00:00,1839
2024-02-28 07:00:00,4409
2024-02-28 08:00:00,6252
2024-02-28 09:00:00,5566
2024-02-28 10:00:00,5293
2024-02-28 11:00:00,5303
2024-02-28 12:00:00,5627
2024-02-28 13:00:00,6107
2024-02-28 14:00:00,7216
2024-02-28 15:00:00,6845
2024-02-28 16:00:00,6943
2024-02-28 17:00:00,8009
2024-02-28 18:00:00,8194
2024-02-28 19:00:00,6563
2024-02-28 20:00:00,6754
2024-02-28 21:00:00,7328
2024-02-28 22:00:00,6523
2024-02-28 23:00:00,3885
2024-02-29 00:00:00,1803
2024-02-29 01:00:00,772
2024-02-29 02:00:00,424
2024-02-29 03:00:00,330
2024-02-29 04:00:00,355
2024-02-29 05:00:00,848
2024-02-29 06:00:00,2031
2024-02-29 07:00:00,4663
2024-02-29 08:00:00,6281
2024-02-29 09:00:00,6191
2024-02-29 10:00:00,5622
2024-02-29 11:00:00,5748
2024-02-29 12:00:00,6108
2024-02-29 13:00:00,6223
2024-02-29 14:00:00,6888
2024-02-29 15:00:00,7196
2024-02-29 16:00:00,7567
2024-02-29 17:00:00,9382
2024-02-29 18:00:00,10864
2024-02-29 19:00:00,8780
2024-02-29 20:00:00,8072
2024-02-29 21:00:00,8607
2024-02-29 22:00:00,8405
2024-02-29 23:00:00,6258
2024-03-01 00:00:00,3242
2024-03-01 01:00:00,1688
2024-03-01 02:00:00,965
2024-03-01 03:00:00,620
2024-03-01 04:00:00,581
2024-03-01 05:00:00,936
2024-03-01 06:00:00,1983
2024-03-01 07:00:00,3690
2024-03-01 08:00:00,4829
2024-03-01 09:00:00,4803
2024-03-01 10:00:00,5019
2024-03-01 11:00:00,5221
2024-03-01 12:00:00,5611
2024-03-01 13:00:00,5950
2024-03-01 14:00:00,6636
2024-03-01 15:00:00,7107
2024-03-01 16:00:00,7202
2024-03-01 17:00:00,7909
2024-03-01 18:00:00,8679
2024-03-01 19:00:00,8072
2024-03-01 20:00:00,6447
2024-03-01 21:00:00,6476
2024-03-01 22:00:00,6945
2024-03-01 23:00:00,6641
2024-03-02 00:00:00,5680
2024-03-02 01:00:00,4774
2024-03-02 02:00:00,3492
2024-03-02 03:00:00,2257
2024-03-02 04:00:00,1079
2024-03-02 05:00:00,490
2024-03-02 06:00:00,843
2024-03-02 07:00:00,1366
2024-03-02 08:00:00,2261
2024-03-02 09:00:00,3841
2024-03-02 10:00:00,4686
2024-03-02 11:00:00,5637
2024-03-02 12:00:00,7666
2024-03-02 13:00:00,7999
2024-03-02 14:00:00,7082
2024-03-02 15:00:00,7498
2024-03-02 16:00:00,7945
2024-03-02 17:00:00,8430
2024-03-02 18:00:00,8048
2024-03-02 19:00:00,7231
2024-03-02 20:00:00,5338
2024-03-02 21:00:00,5156
2024-03-02 22:00:00,6463
2024-03-02 23:00:00,6760
2024-03-03 00:00:00,5940
2024-03-03 01:00:00,4780
2024-03-03 02:00:00,3662
2024-03-03 03:00:00,2273
2024-03-03 04:00:00,1266
2024-03-03 05:00:00,542
2024-03-03 06:00:00,876
2024-03-03 07:00:00,1200
2024-03-03 08:00:00,2033
2024-03-03 09:00:00,3240
2024-03-03 10:00:00,4153
2024-03-03 11:00:00,4860
2024-03-03 12:00:00,5678
2024-03-03 13:00:00,6248
2024-03-03 14:00:00,6380
2024-03-03 15:00:00,6191
2024-03-03 16:00:00,6259
2024-03-03 17:00:00,6470
2024-03-03 18:00:00,6274
2024-03-03 19:00:00,5160
2024-03-03 20:00:00,4292
2024-03-03 21:00:00,3805
2024-03-03 22:00:00,3098
2024-03-03 23:00:00,1972
2024-03-04 00:00:00,1325
2024-03-04 01:00:00,666
2024-03-04 02:00:00,417
2024-03-04 03:00:00,241
2024-03-04 04:00:00,302
2024-03-04 05:00:00,626
2024-03-04 06:00:00,1802
2024-03-04 07:00:00,3700
2024-03-04 08:00:00,4778
2024-03-04 09:00:00,4890
2024-03-04 10:00:00,4737
2024-03-04 11:00:00,4954
2024-03-04 12:00:00,5186
2024-03-04 13:00:00,5679
2024-03-04 14:00:00,5982
2024-03-04 15:00:00,6181
2024-03-04 16:00:00,6003
2024-03-04 17:00:00,6731
2024-03-04 18:00:00,7008
2024-03-04 19:00:00,5869
2024-03-04 20:00:00,5304
2024-03-04 21:00:00,5180
2024-03-04 22:00:00,3847
2024-03-04 23:00:00,2452
2024-03-05 00:00:00,1218
2024-03-05 01:00:00,520
2024-03-05 02:00:00,267
2024-03-05 03:00:00,156
2024-03-05 04:00:00,237
2024-03-05 05:00:00,676
2024-03-05 06:00:00,2151
2024-03-05 07:00:00,4618
2024-03-05 08:00:00,6822
2024-03-05 09:00:00,6399
2024-03-05 10:00:00,5710
2024-03-05 11:00:00,5880
2024-03-05 12:00:00,6058
2024-03-05 13:00:00,6217
2024-03-05 14:00:00,6852
2024-03-05 15:00:00,7574
2024-03-05 16:00:00,7109
2024-03-05 17:00:00,7598
2024-03-05 18:00:00,8137
2024-03-05 19:00:00,6538
2024-03-05 20:00:00,6147
2024-03-05 21:00:00,6708
2024-03-05 22:00:00,5715
2024-03-05 23:00:00,2809
2024-03-06 00:00:00,1425
2024-03-06 01:00:00,633
2024-03-06 02:00:00,368
2024-03-06 03:00:00,244
2024-03-06 04:00:00,316
2024-03-06 05:00:00,609
2024-03-06 06:00:00,1849
2024-03-06 07:00:00,4287
2024-03-06 08:00:00,5891
2024-03-06 09:00:00,5640
2024-03-06 10:00:00,5219
2024-03-06 11:00:00,5434
2024-03-06 12:00:00,6319
2024-03-06 13:00:00,6662
2024-03-06 14:00:00,7627
2024-03-06 15:00:00,8301
2024-03-06 16:00:00,9305
2024-03-06 17:00:00,10713
2024-03-06 18:00:00,11641
2024-03-06 19:00:00,10923
2024-03-06 20:00:00,8764
2024-03-06 21:00:00,8984
2024-03-06 22:00:00,7503
2024-03-06 23:00:00,3721
2024-03-07 00:00:00,1675
2024-03-07 01:00:00,664
2024-03-07 02:00:00,372
2024-03-07 03:00:00,306
2024-03-07 04:00:00,378
2024-03-07 05:00:00,889
2024-03-07 06:00:00,2235
2024-03-07 07:00:00,4614
2024-03-07 08:00:00,6018
2024-03-07 09:00:00,5679
2024-03-07 10:00:00,5181
2024-03-07 11:00:00,5736
2024-03-07 12:00:00,6419
2024-03-07 13:00:00,6355
2024-03-07 14:00:00,6736
2024-03-07 15:00:00,7079
2024-03-07 16:00:00,7336
2024-03-07 17:00:00,8365
2024-03-07 18:00:00,9284
2024-03-07 19:00:00,7798
2024-03-07 20:00:00,7410
2024-03-07 21:00:00,7947
2024-03-07 22:00:00,7677
2024-03-07 23:00:00,5524
2024-03-08 00:00:00,3123
2024-03-08 01:00:00,1675
2024-03-08 02:00:00,876
2024-03-08 03:00:00,580
2024-03-08 04:00:00,628
2024-03-08 05:00:00,989
2024-03-08 06:00:00,1863
2024-03-08 07:00:00,3634
2024-03-08 08:00:00,4569
2024-03-08 09:00:00,4728
2024-03-08 10:00:00,4845
2024-03-08 11:00:00,5225
2024-03-08 12:00:00,5734
2024-03-08 13:00:00,5880
2024-03-08 14:00:00,6538
2024-03-08 15:00:00,6864
2024-03-08 16:00:00,6940
2024-03-08 17:00:00,8095
2024-03-08 18:00:00,9134
2024-03-08 19:00:00,8537
2024-03-08 20:00:00,6984
2024-03-08 21:00:00,6687
2024-03-08 22:00:00,7569
2024-03-08 23:00:00,7314
2024-03-09 00:00:00,6662
2024-03-09 01:00:00,5540
2024-03-09 02:00:00,4033
2024-03-09 03:00:00,2288
2024-03-09 04:00:00,1294
2024-03-09 05:00:00,565
2024-03-09 06:00:00,862
2024-03-09 07:00:00,1348
2024-03-09 08:00:00,2267
2024-03-09 09:00:00,3563
2024-03-09 10:00:00,4840
2024-03-09 11:00:00,6063
2024-03-09 12:00:00,7145
2024-03-09 13:00:00,7633
2024-03-09 14:00:00,7545
2024-03-09 15:00:00,7678
2024-03-09 16:00:00,8774
2024-03-09 17:00:00,8902
2024-03-09 18:00:00,9206
2024-03-09 19:00:00,10029
2024-03-09 20:00:00,8802
2024-03-09 21:00:00,8063
2024-03-09 22:00:00,8519
2024-03-09 23:00:00,8338
2024-03-10 00:00:00,6346
2024-03-10 01:00:00,5286
2024-03-10 02:00:00,0
2024-03-10 03:00:00,4542
2024-03-10 04:00:00,2752
2024-03-10 05:00:00,1002
2024-03-10 06:00:00,992
2024-03-10 07:00:00,1282
2024-03-10 08:00:00,1792
2024-03-10 09:00:00,2933
2024-03-10 10:00:00,4191
2024-03-10 11:00:00,4868
2024-03-10 12:00:00,5698
2024-03-10 13:00:00,6478
2024-03-10 14:00:00,7555
2024-03-10 15:00:00,6971
2024-03-10 16:00:00,6936
2024-03-10 17:00:00,6635
2024-03-10 18:00:00,6509
2024-03-10 19:00:00,5154
2024-03-10 20:00:00,4511
2024-03-10 21:00:00,4468
2024-03-10 22:00:00,4476
2024-03-10 23:00:00,2775
2024-03-11 00:00:00,1473
2024-03-11 01:00:00,675
2024-03-11 02:00:00,423
2024-03-11 03:00:00,261
2024-03-11 04:00:00,387
2024-03-11 05:00:00,751
2024-03-11 06:00:00,1693
2024-03-11 07:00:00,3806
2024-03-11 08:00:00,5765
2024-03-11 09:00:00,5274
2024-03-11 10:00:00,4948
2024-03-11 11:00:00,5034
2024-03-11 12:00:00,5448
2024-03-11 13:00:00,5443
2024-03-11 14:00:00,6000
2024-03-11 15:00:00,6232
2024-03-11 16:00:00,6260
2024-03-11 17:00:00,6834
2024-03-11 18:00:00,6878
2024-03-11 19:00:00,5723
2024-03-11 20:00:00,5661
2024-03-11 21:00:00,5978
2024-03-11 22:00:00,4395
2024-03-11 23:00:00,2568
2024-03-12 00:00:00,1614
2024-03-12 01:00:00,618
2024-03-12 02:00:00,247
2024-03-12 03:00:00,197
2024-03-12 04:00:00,252
2024-03-12 05:00:00,600
2024-03-12 06:00:00,1840
2024-03-12 07:00:00,4213
2024-03-12 08:00:00,5882
2024-03-12 09:00:00,5758
2024-03-12 10:00:00,5377
2024-03-12 11:00:00,5453
2024-03-12 12:00:00,5851
2024-03-12 13:00:00,5833
2024-03-12 14:00:00,6425
2024-03-12 15:00:00,6755
2024-03-12 16:00:00,6751
2024-03-12 17:00:00,7654
2024-03-12 18:00:00,8276
2024-03-12 19:00:00,6983
2024-03-12 20:00:00,7127
2024-03-12 21:00:00,7790
2024-03-12 22:00:00,6648
2024-03-12 23:00:00,3639
2024-03-13 00:00:00,1646
2024-03-13 01:00:00,655
2024-03-13 02:00:00,349
2024-03-13 03:00:00,210
2024-03-13 04:00:00,292
2024-03-13 05:00:00,703
2024-03-13 06:00:00,1827
2024-03-13 07:00:00,4380
2024-03-13 08:00:00,5851
2024-03-13 09:00:00,5750
2024-03-13 10:00:00,5466
2024-03-13 11:00:00,5708
2024-03-13 12:00:00,6260
2024-03-13 13:00:00,5985
2024-03-13 14:00:00,6722
2024-03-13 15:00:00,6929
2024-03-13 16:00:00,7055
2024-03-13 17:00:00,8117
2024-03-13 18:00:00,8704
2024-03-13 19:00:00,8312
2024-03-13 20:00:00,8408
2024-03-13 21:00:00,8411
2024-03-13 22:00:00,7389
2024-03-13 23:00:00,4117
2024-03-14 00:00:00,1940
2024-03-14 01:00:00,953
2024-03-14 02:00:00,489
2024-03-14 03:00:00,308
2024-03-14 04:00:00,384
2024-03-14 05:00:00,793
2024-03-14 06:00:00,1971
2024-03-14 07:00:00,4418
2024-03-14 08:00:00,5947
2024-03-14 09:00:00,5932
2024-03-14 10:00:00,5666
2024-03-14 11:00:00,6148
2024-03-14 12:00:00,6402
2024-03-14 13:00:00,6667
2024-03-14 14:00:00,7236
2024-03-14 15:00:00,7702
2024-03-14 16:00:00,8080
2024-03-14 17:00:00,9639
2024-03-14 18:00:00,10742
2024-03-14 19:00:00,9860
2024-03-14 20:00:00,9924
2024-03-14 21:00:00,9880
2024-03-14 22:00:00,9092
2024-03-14 23:00:00,6367
2024-03-15 00:00:00,3900
2024-03-15 01:00:00,1861
2024-03-15 02:00:00,984
2024-03-15 03:00:00,615
2024-03-15 04:00:00,739
2024-03-15 05:00:00,976
2024-03-15 06:00:00,2020
2024-03-15 07:00:00,4039
2024-03-15 08:00:00,5215
2024-03-15 09:00:00,5064
2024-03-15 10:00:00,5246
2024-03-15 11:00:00,5526
2024-03-15 12:00:00,6616
2024-03-15 13:00:00,6293
2024-03-15 14:00:00,7187
2024-03-15 15:00:00,7417
2024-03-15 16:00:00,7100
2024-03-15 17:00:00,8683
2024-03-15 18:00:00,9439
2024-03-15 19:00:00,9297
2024-03-15 20:00:00,7694
2024-03-15 21:00:00,7151
2024-03-15 22:00:00,7619
2024-03-15 23:00:00,7610
2024-03-16 00:00:00,6409
2024-03-16 01:00:00,5041
2024-03-16 02:00:00,3517
2024-03-16 03:00:00,2164
2024-03-16 04:00:00,1197
2024-03-16 05:00:00,761
2024-03-16 06:00:00,1034
2024-03-16 07:00:00,1519
2024-03-16 08:00:00,2449
2024-03-16 09:00:00,3662
2024-03-16 10:00:00,4400
2024-03-16 11:00:00,5032
2024-03-16 12:00:00,5771
2024-03-16 13:00:00,6248
2024-03-16 14:00:00,6346
2024-03-16 15:00:00,6944
2024-03-16 16:00:00,7506
2024-03-16 17:00:00,8247
2024-03-16 18:00:00,8980
2024-03-16 19:00:00,9038
2024-03-16 20:00:00,8347
2024-03-16 21:00:00,8334
2024-03-16 22:00:00,9239
2024-03-16 23:00:00,8728
2024-03-17 00:00:00,7433
2024-03-17 01:00:00,5593
2024-03-17 02:00:00,3684
2024-03-17 03:00:00,2482
2024-03-17 04:00:00,1847
2024-03-17 05:00:00,983
2024-03-17 06:00:00,1391
2024-03-17 07:00:00,1690
2024-03-17 08:00:00,2221
2024-03-17 09:00:00,3489
2024-03-17 10:00:00,4442
2024-03-17 11:00:00,5269
2024-03-17 12:00:00,5752
2024-03-17 13:00:00,5840
2024-03-17 14:00:00,6190
2024-03-17 15:00:00,6002
2024-03-17 16:00:00,5761
2024-03-17 17:00:00,5978
2024-03-17 18:00:00,5869
2024-03-17 19:00:00,5521
2024-03-17 20:00:00,5351
2024-03-17 21:00:00,4504
2024-03-17 22:00:00,3246
2024-03-17 23:00:00,2443
2024-03-18 00:00:00,1316
2024-03-18 01:00:00,571
2024-03-18 02:00:00,332
2024-03-18 03:00:00,298
2024-03-18 04:00:00,481
2024-03-18 05:00:00,857
2024-03-18 06:00:00,1998
2024-03-18 07:00:00,3551
2024-03-18 08:00:00,4726
2024-03-18 09:00:00,4867
2024-03-18 10:00:00,4783
2024-03-18 11:00:00,4986
2024-03-18 12:00:00,5273
2024-03-18 13:00:00,5447
2024-03-18 14:00:00,5963
2024-03-18 15:00:00,6017
2024-03-18 16:00:00,6271
2024-03-18 17:00:00,6738
2024-03-18 18:00:00,6476
2024-03-18 19:00:00,5703
2024-03-18 20:00:00,5902
2024-03-18 21:00:00,5604
2024-03-18 22:00:00,3986
2024-03-18 23:00:00,2422
2024-03-19 00:00:00,1142
2024-03-19 01:00:00,619
2024-03-19 02:00:00,292
2024-03-19 03:00:00,226
2024-03-19 04:00:00,275
2024-03-19 05:00:00,623
2024-03-19 06:00:00,1775
2024-03-19 07:00:00,3981
2024-03-19 08:00:00,5683
2024-03-19 09:00:00,5894
2024-03-19 10:00:00,5981
2024-03-19 11:00:00,5464
2024-03-19 12:00:00,5817
2024-03-19 13:00:00,6015
2024-03-19 14:00:00,6444
2024-03-19 15:00:00,6514
2024-03-19 16:00:00,6443
2024-03-19 17:00:00,7468
2024-03-19 18:00:00,8142
2024-03-19 19:00:00,6955
2024-03-19 20:00:00,7468
2024-03-19 21:00:00,8451
2024-03-19 22:00:00,6247
2024-03-19 23:00:00,3420
2024-03-20 00:00:00,1649
2024-03-20 01:00:00,705
2024-03-20 02:00:00,365
2024-03-20 03:00:00,241
2024-03-20 04:00:00,302
2024-03-20 05:00:00,662
2024-03-20 06:00:00,1885
2024-03-20 07:00:00,3875
2024-03-20 08:00:00,5491
2024-03-20 09:00:00,5584
2024-03-20 10:00:00,5352
2024-03-20 11:00:00,5634
2024-03-20 12:00:00,5807
2024-03-20 13:00:00,5859
2024-03-20 14:00:00,6588
2024-03-20 15:00:00,6258
2024-03-20 16:00:00,7653
2024-03-20 17:00:00,9493
2024-03-20 18:00:00,8399
2024-03-20 19:00:00,7919
2024-03-20 20:00:00,8131
2024-03-20 21:00:00,9126
2024-03-20 22:00:00,7517
2024-03-20 23:00:00,4046
2024-03-21 00:00:00,1869
2024-03-21 01:00:00,854
2024-03-21 02:00:00,492
2024-03-21 03:00:00,319
2024-03-21 04:00:00,385
2024-03-21 05:00:00,887
2024-03-21 06:00:00,2124
2024-03-21 07:00:00,4284
2024-03-21 08:00:00,6338
2024-03-21 09:00:00,6263
2024-03-21 10:00:00,5668
2024-03-21 11:00:00,5924
2024-03-21 12:00:00,6325
2024-03-21 13:00:00,6537
2024-03-21 14:00:00,6947
2024-03-21 15:00:00,7092
2024-03-21 16:00:00,7218
2024-03-21 17:00:00,8486
2024-03-21 18:00:00,9251
2024-03-21 19:00:00,8493
2024-03-21 20:00:00,9109
2024-03-21 21:00:00,9918
2024-03-21 22:00:00,9175
2024-03-21 23:00:00,6333
2024-03-22 00:00:00,3108
2024-03-22 01:00:00,1602
2024-03-22 02:00:00,894
2024-03-22 03:00:00,573
2024-03-22 04:00:00,522
2024-03-22 05:00:00,798
2024-03-22 06:00:00,1888
2024-03-22 07:00:00,3338
2024-03-22 08:00:00,4494
2024-03-22 09:00:00,4551
2024-03-22 10:00:00,4810
2024-03-22 11:00:00,5298
2024-03-22 12:00:00,5681
2024-03-22 13:00:00,5807
2024-03-22 14:00:00,6439
2024-03-22 15:00:00,6923
2024-03-22 16:00:00,6775
2024-03-22 17:00:00,8059
2024-03-22 18:00:00,8579
2024-03-22 19:00:00,8906
2024-03-22 20:00:00,6746
2024-03-22 21:00:00,6711
2024-03-22 22:00:00,6984
2024-03-22 23:00:00,6868
2024-03-23 00:00:00,6563
2024-03-23 01:00:00,5307
2024-03-23 02:00:00,3816
2024-03-23 03:00:00,2187
2024-03-23 04:00:00,1347
2024-03-23 05:00:00,593
2024-03-23 06:00:00,938
2024-03-23 07:00:00,1336
2024-03-23 08:00:00,2009
2024-03-23 09:00:00,3315
2024-03-23 10:00:00,4462
2024-03-23 11:00:00,5482
2024-03-23 12:00:00,6642
2024-03-23 13:00:00,7195
2024-03-23 14:00:00,7459
2024-03-23 15:00:00,7407
2024-03-23 16:00:00,7250
2024-03-23 17:00:00,6655
2024-03-23 18:00:00,6830
2024-03-23 19:00:00,7458
2024-03-23 20:00:00,6378
2024-03-23 21:00:00,6298
2024-03-23 22:00:00,6968
2024-03-23 23:00:00,7684
2024-03-24 00:00:00,6801
2024-03-24 01:00:00,5538
2024-03-24 02:00:00,3993
2024-03-24 03:00:00,2581
2024-03-24 04:00:00,1583
2024-03-24 05:00:00,663
2024-03-24 06:00:00,864
2024-03-24 07:00:00,1227
2024-03-24 08:00:00,1899
2024-03-24 09:00:00,3046
2024-03-24 10:00:00,4246
2024-03-24 11:00:00,4968
2024-03-24 12:00:00,5866
2024-03-24 13:00:00,5933
2024-03-24 14:00:00,5878
2024-03-24 15:00:00,5757
2024-03-24 16:00:00,5847
2024-03-24 17:00:00,5932
2024-03-24 18:00:00,6038
2024-03-24 19:00:00,5888
2024-03-24 20:00:00,5845
2024-03-24 21:00:00,5010
2024-03-24 22:00:00,3643
2024-03-24 23:00:00,2423
2024-03-25 00:00:00,1379
2024-03-25 01:00:00,670
2024-03-25 02:00:00,399
2024-03-25 03:00:00,304
2024-03-25 04:00:00,376
2024-03-25 05:00:00,698
2024-03-25 06:00:00,1864
2024-03-25 07:00:00,3642
2024-03-25 08:00:00,4969
2024-03-25 09:00:00,5033
2024-03-25 10:00:00,4792
2024-03-25 11:00:00,4948
