level,zone_id,ds,yhat,yhat_lower,yhat_upper
zone,234,2024-04-02 04:00:00,0.0,0.0,38.4
zone,234,2024-04-02 05:00:00,0.0,0.0,41.0
zone,234,2024-04-02 06:00:00,12.8,0.0,55.7
zone,234,2024-04-02 07:00:00,42.2,0.0,84.2
zone,234,2024-04-02 08:00:00,81.0,41.5,121.3
zone,234,2024-04-02 09:00:00,99.1,53.1,142.5
zone,234,2024-04-02 10:00:00,118.9,73.6,161.9
zone,234,2024-04-02 11:00:00,147.4,101.7,192.4
zone,234,2024-04-02 12:00:00,173.1,131.9,219.2
zone,234,2024-04-02 13:00:00,191.5,151.2,235.6
zone,234,2024-04-02 14:00:00,205.5,162.8,248.4
zone,234,2024-04-02 15:00:00,211.3,170.6,255.5
zone,234,2024-04-02 16:00:00,224.3,184.2,268.6
zone,234,2024-04-02 17:00:00,249.9,206.0,295.8
zone,234,2024-04-02 18:00:00,270.0,224.8,314.8
zone,234,2024-04-02 19:00:00,255.3,210.0,297.3
zone,234,2024-04-02 20:00:00,236.7,198.9,276.0
zone,234,2024-04-02 21:00:00,232.7,191.3,277.8
zone,234,2024-04-02 22:00:00,205.4,168.0,250.0
zone,234,2024-04-02 23:00:00,145.0,99.8,188.1
zone,234,2024-04-03 00:00:00,91.7,49.4,135.5
zone,234,2024-04-03 01:00:00,42.6,0.4,84.2
zone,234,2024-04-03 02:00:00,10.0,0.0,49.1
zone,234,2024-04-03 03:00:00,0.3,0.0,44.6
zone,234,2024-04-03 04:00:00,0.0,0.0,40.7
zone,234,2024-04-03 05:00:00,0.0,0.0,36.0
zone,234,2024-04-03 06:00:00,9.8,0.0,52.2
zone,234,2024-04-03 07:00:00,40.5,0.0,82.0
zone,234,2024-04-03 08:00:00,82.3,40.7,127.2
zone,234,2024-04-03 09:00:00,104.8,63.1,147.9
zone,234,2024-04-03 10:00:00,129.7,84.6,171.3
zone,234,2024-04-03 11:00:00,163.6,120.5,203.3
zone,234,2024-04-03 12:00:00,194.6,151.8,238.2
zone,234,2024-04-03 13:00:00,217.6,173.3,259.1
zone,234,2024-04-03 14:00:00,235.7,193.7,277.8
zone,234,2024-04-03 15:00:00,244.5,201.4,286.4
zone,234,2024-04-03 16:00:00,259.7,220.1,305.8
zone,234,2024-04-03 17:00:00,286.6,243.0,329.0
zone,234,2024-04-03 18:00:00,307.1,264.1,350.5
zone,234,2024-04-03 19:00:00,292.0,245.9,335.2
zone,234,2024-04-03 20:00:00,272.3,231.6,311.7
zone,234,2024-04-03 21:00:00,266.5,222.7,311.0
zone,234,2024-04-03 22:00:00,236.8,191.7,280.3
zone,234,2024-04-03 23:00:00,173.4,130.8,216.5
zone,234,2024-04-04 00:00:00,116.6,75.2,159.6
zone,234,2024-04-04 01:00:00,63.6,20.9,106.8
zone,234,2024-04-04 02:00:00,26.8,0.0,68.3
zone,234,2024-04-04 03:00:00,12.8,0.0,55.6
zone,234,2024-04-04 04:00:00,4.4,0.0,45.7
zone,234,2024-04-04 05:00:00,0.0,0.0,40.5
zone,234,2024-04-04 06:00:00,10.3,0.0,53.9
zone,234,2024-04-04 07:00:00,38.2,0.0,76.8
zone,234,2024-04-04 08:00:00,77.9,35.7,121.0
zone,234,2024-04-04 09:00:00,99.3,57.0,143.2
zone,234,2024-04-04 10:00:00,124.1,81.6,168.7
zone,234,2024-04-04 11:00:00,158.7,119.4,200.3
zone,234,2024-04-04 12:00:00,191.3,148.0,230.1
zone,234,2024-04-04 13:00:00,216.6,172.3,258.3
zone,234,2024-04-04 14:00:00,237.3,196.4,277.4
zone,234,2024-04-04 15:00:00,249.0,207.1,290.0
zone,234,2024-04-04 16:00:00,267.0,223.5,312.8
zone,234,2024-04-04 17:00:00,296.4,252.0,341.9
zone,234,2024-04-04 18:00:00,319.1,278.3,360.9
zone,234,2024-04-04 19:00:00,305.8,263.6,349.8
zone,234,2024-04-04 20:00:00,287.4,248.5,331.6
zone,234,2024-04-04 21:00:00,282.5,238.1,326.8
zone,234,2024-04-04 22:00:00,253.2,211.9,295.6
zone,234,2024-04-04 23:00:00,189.9,147.1,233.5
zone,234,2024-04-05 00:00:00,132.8,85.5,175.6
zone,234,2024-04-05 01:00:00,79.1,33.0,122.8
zone,234,2024-04-05 02:00:00,41.2,0.0,87.8
zone,234,2024-04-05 03:00:00,25.4,0.0,71.0
zone,234,2024-04-05 04:00:00,14.6,0.0,55.9
zone,234,2024-04-05 05:00:00,5.5,0.0,51.1
zone,234,2024-04-05 06:00:00,12.6,0.0,59.3
zone,234,2024-04-05 07:00:00,34.9,0.0,75.8
zone,234,2024-04-05 08:00:00,68.1,26.9,109.5
zone,234,2024-04-05 09:00:00,82.1,41.8,123.4
zone,234,2024-04-05 10:00:00,98.9,56.5,142.6
zone,234,2024-04-05 11:00:00,125.4,81.9,172.1
zone,234,2024-04-05 12:00:00,150.3,106.8,193.4
zone,234,2024-04-05 13:00:00,169.0,127.3,213.8
zone,234,2024-04-05 14:00:00,184.7,143.0,227.2
zone,234,2024-04-05 15:00:00,193.6,148.8,233.2
zone,234,2024-04-05 16:00:00,211.3,166.7,252.7
zone,234,2024-04-05 17:00:00,243.1,201.9,286.5
zone,234,2024-04-05 18:00:00,270.9,229.2,315.7
zone,234,2024-04-05 19:00:00,265.1,223.5,309.7
zone,234,2024-04-05 20:00:00,256.0,214.8,299.3
zone,234,2024-04-05 21:00:00,261.7,219.1,304.9
zone,234,2024-04-05 22:00:00,243.4,197.9,285.8
zone,234,2024-04-05 23:00:00,190.6,145.8,234.2
zone,234,2024-04-06 00:00:00,142.7,98.6,186.2
zone,234,2024-04-06 01:00:00,96.3,49.4,136.9
zone,234,2024-04-06 02:00:00,63.4,22.7,104.3
zone,234,2024-04-06 03:00:00,50.0,3.2,93.7
zone,234,2024-04-06 04:00:00,39.0,0.0,78.7
zone,234,2024-04-06 05:00:00,27.7,0.0,72.7
zone,234,2024-04-06 06:00:00,30.8,0.0,70.5
zone,234,2024-04-06 07:00:00,48.3,4.7,94.1
zone,234,2024-04-06 08:00:00,76.4,32.4,119.7
zone,234,2024-04-06 09:00:00,85.9,42.8,127.9
zone,234,2024-04-06 10:00:00,99.4,58.2,143.2
zone,234,2024-04-06 11:00:00,124.1,81.2,169.1
zone,234,2024-04-06 12:00:00,149.1,104.0,191.2
zone,234,2024-04-06 13:00:00,169.5,125.3,209.8
zone,234,2024-04-06 14:00:00,188.3,145.0,230.1
zone,234,2024-04-06 15:00:00,201.1,159.8,242.6
zone,234,2024-04-06 16:00:00,223.0,179.6,263.2
zone,234,2024-04-06 17:00:00,258.8,215.5,301.7
zone,234,2024-04-06 18:00:00,289.6,246.4,334.7
zone,234,2024-04-06 19:00:00,285.4,242.9,330.9
zone,234,2024-04-06 20:00:00,276.4,232.3,318.7
zone,234,2024-04-06 21:00:00,280.6,238.8,324.2
zone,234,2024-04-06 22:00:00,259.4,220.9,302.1
zone,234,2024-04-06 23:00:00,202.7,158.5,248.1
zone,234,2024-04-07 00:00:00,150.7,110.6,196.2
zone,234,2024-04-07 01:00:00,100.2,59.3,141.9
zone,234,2024-04-07 02:00:00,63.8,20.3,106.9
zone,234,2024-04-07 03:00:00,48.0,9.1,94.0
zone,234,2024-04-07 04:00:00,35.8,0.0,82.4
zone,234,2024-04-07 05:00:00,24.2,0.0,64.9
zone,234,2024-04-07 06:00:00,27.9,0.0,71.6
zone,234,2024-04-07 07:00:00,46.0,1.9,88.0
zone,234,2024-04-07 08:00:00,74.2,30.1,118.5
zone,234,2024-04-07 09:00:00,82.3,39.9,127.0
zone,234,2024-04-07 10:00:00,92.2,49.4,133.0
zone,234,2024-04-07 11:00:00,110.8,68.3,153.1
zone,234,2024-04-07 12:00:00,126.4,84.0,167.9
zone,234,2024-04-07 13:00:00,134.5,91.6,177.2
zone,234,2024-04-07 14:00:00,138.3,96.8,182.5
zone,234,2024-04-07 15:00:00,134.3,87.0,176.7
zone,234,2024-04-07 16:00:00,138.6,97.5,183.9
zone,234,2024-04-07 17:00:00,157.1,113.5,200.7
zone,234,2024-04-07 18:00:00,172.4,127.7,217.0
zone,234,2024-04-07 19:00:00,155.7,110.2,198.1
zone,234,2024-04-07 20:00:00,138.5,94.2,182.9
zone,234,2024-04-07 21:00:00,139.3,98.7,181.9
zone,234,2024-04-07 22:00:00,120.2,78.6,162.9
zone,234,2024-04-07 23:00:00,70.9,25.3,113.0
zone,68,2024-04-01 00:00:00,49.9,13.4,90.5
zone,68,2024-04-01 01:00:00,17.0,0.0,56.1
zone,68,2024-04-01 02:00:00,10.7,0.0,49.4
zone,68,2024-04-01 03:00:00,9.9,0.0,47.8
zone,68,2024-04-01 04:00:00,7.5,0.0,44.6
zone,68,2024-04-01 05:00:00,4.9,0.0,43.3
zone,68,2024-04-01 06:00:00,19.7,0.0,58.2
zone,68,2024-04-01 07:00:00,52.1,12.0,87.3
zone,68,2024-04-01 08:00:00,99.5,61.1,140.4
zone,68,2024-04-01 09:00:00,119.0,78.6,156.0
zone,68,2024-04-01 10:00:00,132.5,94.4,171.3
zone,68,2024-04-01 11:00:00,148.1,112.1,186.6
zone,68,2024-04-01 12:00:00,147.6,111.5,185.1
zone,68,2024-04-01 13:00:00,155.4,114.5,191.2
zone,68,2024-04-01 14:00:00,152.4,116.1,192.1
zone,68,2024-04-01 15:00:00,142.9,105.8,178.1
zone,68,2024-04-01 16:00:00,144.6,106.7,180.7
zone,68,2024-04-01 17:00:00,175.7,136.5,215.4
zone,68,2024-04-01 18:00:00,192.6,150.4,230.1
zone,68,2024-04-01 19:00:00,164.2,126.7,204.4
zone,68,2024-04-01 20:00:00,150.4,111.5,184.6
zone,68,2024-04-01 21:00:00,153.6,118.0,193.7
zone,68,2024-04-01 22:00:00,133.8,95.2,172.7
zone,68,2024-04-01 23:00:00,96.7,61.0,134.6
zone,68,2024-04-02 00:00:00,58.1,22.4,97.7
zone,68,2024-04-02 01:00:00,26.7,0.0,62.2
zone,68,2024-04-02 02:00:00,20.6,0.0,58.0
zone,68,2024-04-02 03:00:00,18.6,0.0,57.4
zone,68,2024-04-02 04:00:00,14.0,0.0,51.6
zone,68,2024-04-02 05:00:00,8.7,0.0,48.1
zone,68,2024-04-02 06:00:00,21.0,0.0,59.1
zone,68,2024-04-02 07:00:00,51.4,12.1,89.7
zone,68,2024-04-02 08:00:00,98.0,59.6,135.5
zone,68,2024-04-02 09:00:00,118.3,83.2,156.0
zone,68,2024-04-02 10:00:00,134.4,97.0,170.4
zone,68,2024-04-02 11:00:00,154.3,118.2,189.0
zone,68,2024-04-02 12:00:00,159.7,120.8,197.7
zone,68,2024-04-02 13:00:00,174.4,137.6,213.1
zone,68,2024-04-02 14:00:00,178.6,139.6,217.8
zone,68,2024-04-02 15:00:00,175.9,136.8,214.1
zone,68,2024-04-02 16:00:00,183.6,143.3,221.7
zone,68,2024-04-02 17:00:00,218.9,184.3,256.3
zone,68,2024-04-02 18:00:00,238.0,201.3,277.0
zone,68,2024-04-02 19:00:00,209.4,172.5,247.6
zone,68,2024-04-02 20:00:00,193.1,153.5,228.0
zone,68,2024-04-02 21:00:00,191.8,154.8,227.6
zone,68,2024-04-02 22:00:00,165.8,128.2,201.5
zone,68,2024-04-02 23:00:00,121.5,83.8,159.4
zone,68,2024-04-03 00:00:00,75.3,39.7,111.3
zone,68,2024-04-03 01:00:00,36.7,0.3,74.0
zone,68,2024-04-03 02:00:00,24.3,0.0,63.4
zone,68,2024-04-03 03:00:00,17.5,0.0,58.5
zone,68,2024-04-03 04:00:00,9.8,0.0,51.5
zone,68,2024-04-03 05:00:00,3.2,0.0,41.0
zone,68,2024-04-03 06:00:00,15.8,0.0,52.4
zone,68,2024-04-03 07:00:00,48.1,13.0,87.1
zone,68,2024-04-03 08:00:00,97.6,59.1,136.9
zone,68,2024-04-03 09:00:00,121.4,86.5,157.3
zone,68,2024-04-03 10:00:00,141.2,103.2,180.0
zone,68,2024-04-03 11:00:00,164.5,127.8,201.4
zone,68,2024-04-03 12:00:00,172.8,132.5,209.7
zone,68,2024-04-03 13:00:00,189.6,150.4,227.6
zone,68,2024-04-03 14:00:00,195.2,156.0,232.6
zone,68,2024-04-03 15:00:00,193.2,157.2,232.1
zone,68,2024-04-03 16:00:00,201.0,163.5,238.0
zone,68,2024-04-03 17:00:00,236.0,199.3,272.1
zone,68,2024-04-03 18:00:00,254.7,220.5,291.7
zone,68,2024-04-03 19:00:00,225.7,191.3,263.7
zone,68,2024-04-03 20:00:00,209.0,171.3,248.0
zone,68,2024-04-03 21:00:00,207.5,170.1,248.1
zone,68,2024-04-03 22:00:00,181.3,141.8,218.8
zone,68,2024-04-03 23:00:00,136.8,98.0,176.4
zone,68,2024-04-04 00:00:00,90.2,54.0,129.6
zone,68,2024-04-04 01:00:00,50.8,12.7,87.2
zone,68,2024-04-04 02:00:00,37.2,0.4,73.9
zone,68,2024-04-04 03:00:00,28.6,0.0,66.3
zone,68,2024-04-04 04:00:00,18.6,0.0,55.8
zone,68,2024-04-04 05:00:00,9.5,0.0,45.7
zone,68,2024-04-04 06:00:00,19.4,0.0,57.9
zone,68,2024-04-04 07:00:00,49.2,10.5,83.6
zone,68,2024-04-04 08:00:00,96.7,60.2,134.4
zone,68,2024-04-04 09:00:00,119.4,80.3,155.4
zone,68,2024-04-04 10:00:00,139.3,99.8,175.4
zone,68,2024-04-04 11:00:00,163.9,127.6,201.3
zone,68,2024-04-04 12:00:00,174.8,137.9,210.7
zone,68,2024-04-04 13:00:00,195.6,155.8,231.5
zone,68,2024-04-04 14:00:00,206.1,169.3,243.5
zone,68,2024-04-04 15:00:00,209.7,172.7,245.1
zone,68,2024-04-04 16:00:00,223.3,184.4,262.2
zone,68,2024-04-04 17:00:00,264.0,227.8,302.2
zone,68,2024-04-04 18:00:00,287.6,250.2,325.7
zone,68,2024-04-04 19:00:00,262.4,224.5,300.1
zone,68,2024-04-04 20:00:00,248.1,209.5,286.5
zone,68,2024-04-04 21:00:00,247.4,208.3,286.7
zone,68,2024-04-04 22:00:00,220.4,181.6,259.1
zone,68,2024-04-04 23:00:00,173.5,135.7,208.8
zone,68,2024-04-05 00:00:00,123.3,86.5,160.5
zone,68,2024-04-05 01:00:00,79.1,43.0,116.5
zone,68,2024-04-05 02:00:00,60.0,20.2,94.5
zone,68,2024-04-05 03:00:00,45.6,6.9,81.4
zone,68,2024-04-05 04:00:00,29.6,0.0,67.1
zone,68,2024-04-05 05:00:00,14.6,0.0,55.0
zone,68,2024-04-05 06:00:00,18.9,0.0,58.3
zone,68,2024-04-05 07:00:00,43.5,6.5,80.4
zone,68,2024-04-05 08:00:00,86.2,47.4,126.2
zone,68,2024-04-05 09:00:00,104.5,69.7,142.6
zone,68,2024-04-05 10:00:00,120.2,82.1,158.8
zone,68,2024-04-05 11:00:00,141.1,105.5,176.5
zone,68,2024-04-05 12:00:00,148.7,111.7,185.3
zone,68,2024-04-05 13:00:00,166.6,129.7,204.9
zone,68,2024-04-05 14:00:00,174.9,137.7,210.9
zone,68,2024-04-05 15:00:00,177.1,138.1,212.4
zone,68,2024-04-05 16:00:00,190.2,153.1,228.9
zone,68,2024-04-05 17:00:00,231.6,194.6,267.5
zone,68,2024-04-05 18:00:00,257.1,221.6,295.5
zone,68,2024-04-05 19:00:00,235.2,198.0,274.9
zone,68,2024-04-05 20:00:00,225.5,188.8,265.3
zone,68,2024-04-05 21:00:00,230.2,194.0,266.5
zone,68,2024-04-05 22:00:00,209.5,170.8,246.8
zone,68,2024-04-05 23:00:00,169.1,131.6,207.5
zone,68,2024-04-06 00:00:00,125.3,87.0,161.4
zone,68,2024-04-06 01:00:00,86.9,49.0,123.3
zone,68,2024-04-06 02:00:00,72.5,33.5,112.0
zone,68,2024-04-06 03:00:00,61.4,21.3,99.1
zone,68,2024-04-06 04:00:00,47.2,4.6,84.5
zone,68,2024-04-06 05:00:00,32.4,0.0,69.9
zone,68,2024-04-06 06:00:00,35.5,0.0,70.7
zone,68,2024-04-06 07:00:00,57.7,19.6,96.3
zone,68,2024-04-06 08:00:00,97.2,57.7,135.8
zone,68,2024-04-06 09:00:00,112.2,72.4,146.4
zone,68,2024-04-06 10:00:00,124.8,87.4,162.9
zone,68,2024-04-06 11:00:00,143.4,102.1,180.1
zone,68,2024-04-06 12:00:00,149.6,111.9,186.5
zone,68,2024-04-06 13:00:00,167.4,131.0,204.9
zone,68,2024-04-06 14:00:00,176.8,141.0,216.0
zone,68,2024-04-06 15:00:00,181.1,142.2,220.4
zone,68,2024-04-06 16:00:00,197.1,160.8,236.4
zone,68,2024-04-06 17:00:00,241.6,203.0,280.6
zone,68,2024-04-06 18:00:00,270.2,230.2,308.8
zone,68,2024-04-06 19:00:00,250.7,212.2,289.8
zone,68,2024-04-06 20:00:00,242.4,207.2,283.6
zone,68,2024-04-06 21:00:00,247.3,208.1,285.1
zone,68,2024-04-06 22:00:00,225.5,189.0,263.5
zone,68,2024-04-06 23:00:00,183.0,143.7,221.5
zone,68,2024-04-07 00:00:00,135.9,96.6,174.3
zone,68,2024-04-07 01:00:00,93.8,55.4,133.0
zone,68,2024-04-07 02:00:00,75.6,38.2,113.8
zone,68,2024-04-07 03:00:00,61.0,21.4,98.4
zone,68,2024-04-07 04:00:00,44.0,1.8,80.9
zone,68,2024-04-07 05:00:00,27.3,0.0,65.3
zone,68,2024-04-07 06:00:00,29.3,0.0,67.9
zone,68,2024-04-07 07:00:00,51.2,11.9,85.9
zone,68,2024-04-07 08:00:00,90.9,53.3,126.1
zone,68,2024-04-07 09:00:00,105.9,68.7,145.7
zone,68,2024-04-07 10:00:00,118.0,79.1,157.5
zone,68,2024-04-07 11:00:00,134.8,93.3,173.4
zone,68,2024-04-07 12:00:00,137.6,100.4,173.6
zone,68,2024-04-07 13:00:00,149.9,111.5,185.7
zone,68,2024-04-07 14:00:00,151.7,113.9,190.4
zone,68,2024-04-07 15:00:00,146.7,109.2,184.8
zone,68,2024-04-07 16:00:00,151.8,115.1,191.4
zone,68,2024-04-07 17:00:00,184.8,145.4,218.5
zone,68,2024-04-07 18:00:00,201.9,165.6,242.4
zone,68,2024-04-07 19:00:00,172.1,135.5,209.3
zone,68,2024-04-07 20:00:00,155.6,120.2,192.7
zone,68,2024-04-07 21:00:00,155.2,116.8,192.3
zone,68,2024-04-07 22:00:00,131.6,89.5,168.5
zone,68,2024-04-07 23:00:00,91.0,54.7,129.4
zone,48,2024-04-01 00:00:00,82.8,41.7,125.3
zone,48,2024-04-01 01:00:00,36.9,0.0,78.5
zone,48,2024-04-01 02:00:00,13.1,0.0,56.5
zone,48,2024-04-01 03:00:00,14.2,0.0,62.4
zone,48,2024-04-01 04:00:00,13.2,0.0,55.8
zone,48,2024-04-01 05:00:00,23.7,0.0,65.2
zone,48,2024-04-01 06:00:00,65.3,22.4,103.8
zone,48,2024-04-01 07:00:00,96.3,51.5,136.5
zone,48,2024-04-01 08:00:00,123.6,79.4,166.3
zone,48,2024-04-01 09:00:00,135.1,91.3,179.7
zone,48,2024-04-01 10:00:00,137.9,96.4,181.0
zone,48,2024-04-01 11:00:00,131.7,87.1,176.1
zone,48,2024-04-01 12:00:00,125.8,82.4,172.3
zone,48,2024-04-01 13:00:00,115.1,71.3,158.5
zone,48,2024-04-01 14:00:00,98.9,55.5,140.5
zone,48,2024-04-01 15:00:00,89.6,44.2,132.2
zone,48,2024-04-01 16:00:00,97.9,52.3,141.9
zone,48,2024-04-01 17:00:00,103.8,62.1,141.9
zone,48,2024-04-01 18:00:00,117.0,74.3,161.7
zone,48,2024-04-01 19:00:00,101.9,58.8,144.4
zone,48,2024-04-01 20:00:00,93.4,48.9,137.1
zone,48,2024-04-01 21:00:00,144.9,99.6,188.6
zone,48,2024-04-01 22:00:00,174.0,130.4,219.2
zone,48,2024-04-01 23:00:00,114.9,71.2,156.7
zone,48,2024-04-02 00:00:00,69.6,26.6,112.4
zone,48,2024-04-02 01:00:00,32.8,0.0,80.1
zone,48,2024-04-02 02:00:00,16.0,0.0,56.5
zone,48,2024-04-02 03:00:00,21.3,0.0,66.9
zone,48,2024-04-02 04:00:00,21.6,0.0,62.4
zone,48,2024-04-02 05:00:00,30.9,0.0,72.5
zone,48,2024-04-02 06:00:00,69.3,26.5,112.2
zone,48,2024-04-02 07:00:00,96.1,51.5,142.1
zone,48,2024-04-02 08:00:00,119.2,75.6,160.5
zone,48,2024-04-02 09:00:00,127.4,81.8,171.3
zone,48,2024-04-02 10:00:00,129.0,82.5,169.3
zone,48,2024-04-02 11:00:00,123.9,77.9,168.9
zone,48,2024-04-02 12:00:00,121.8,81.4,167.0
zone,48,2024-04-02 13:00:00,117.6,75.8,159.5
zone,48,2024-04-02 14:00:00,109.9,67.2,156.4
zone,48,2024-04-02 15:00:00,110.6,67.5,155.9
zone,48,2024-04-02 16:00:00,129.2,86.9,169.4
zone,48,2024-04-02 17:00:00,144.9,101.2,188.4
zone,48,2024-04-02 18:00:00,166.2,127.6,213.3
zone,48,2024-04-02 19:00:00,156.8,114.4,197.5
zone,48,2024-04-02 20:00:00,151.1,111.2,191.9
zone,48,2024-04-02 21:00:00,202.2,157.8,243.2
zone,48,2024-04-02 22:00:00,227.8,185.6,271.0
zone,48,2024-04-02 23:00:00,162.5,119.0,207.7
zone,48,2024-04-03 00:00:00,109.0,65.6,148.9
zone,48,2024-04-03 01:00:00,62.8,22.1,106.5
zone,48,2024-04-03 02:00:00,36.3,0.0,76.9
zone,48,2024-04-03 03:00:00,32.6,0.0,75.8
zone,48,2024-04-03 04:00:00,25.2,0.0,69.4
zone,48,2024-04-03 05:00:00,28.7,0.0,71.9
zone,48,2024-04-03 06:00:00,63.4,21.9,104.5
zone,48,2024-04-03 07:00:00,88.9,45.7,131.3
zone,48,2024-04-03 08:00:00,112.8,71.7,158.0
zone,48,2024-04-03 09:00:00,123.4,77.7,165.0
zone,48,2024-04-03 10:00:00,128.7,87.8,172.1
zone,48,2024-04-03 11:00:00,128.0,83.8,170.5
zone,48,2024-04-03 12:00:00,130.4,87.9,176.9
zone,48,2024-04-03 13:00:00,130.4,85.1,172.8
zone,48,2024-04-03 14:00:00,126.4,85.3,170.8
zone,48,2024-04-03 15:00:00,129.9,88.0,173.0
zone,48,2024-04-03 16:00:00,150.5,109.1,193.1
zone,48,2024-04-03 17:00:00,167.2,126.3,211.9
zone,48,2024-04-03 18:00:00,189.0,144.2,232.1
zone,48,2024-04-03 19:00:00,179.5,133.9,226.0
zone,48,2024-04-03 20:00:00,173.5,129.6,215.5
zone,48,2024-04-03 21:00:00,224.1,183.6,266.8
zone,48,2024-04-03 22:00:00,249.0,205.7,292.6
zone,48,2024-04-03 23:00:00,183.0,137.9,227.6
zone,48,2024-04-04 00:00:00,128.6,86.2,174.3
zone,48,2024-04-04 01:00:00,81.4,37.7,126.6
zone,48,2024-04-04 02:00:00,53.5,11.6,95.4
zone,48,2024-04-04 03:00:00,47.9,6.0,90.2
zone,48,2024-04-04 04:00:00,38.2,0.0,81.8
zone,48,2024-04-04 05:00:00,38.9,0.0,82.4
zone,48,2024-04-04 06:00:00,70.6,26.0,114.4
zone,48,2024-04-04 07:00:00,92.8,50.4,134.2
zone,48,2024-04-04 08:00:00,113.5,71.2,157.4
zone,48,2024-04-04 09:00:00,121.5,79.7,166.0
zone,48,2024-04-04 10:00:00,124.8,81.9,170.5
zone,48,2024-04-04 11:00:00,123.2,80.4,168.0
zone,48,2024-04-04 12:00:00,125.9,82.7,171.3
zone,48,2024-04-04 13:00:00,127.6,84.1,171.0
zone,48,2024-04-04 14:00:00,126.4,81.8,167.5
zone,48,2024-04-04 15:00:00,133.9,88.4,176.5
zone,48,2024-04-04 16:00:00,159.4,117.0,204.7
zone,48,2024-04-04 17:00:00,181.5,141.2,222.0
zone,48,2024-04-04 18:00:00,208.7,165.9,249.5
zone,48,2024-04-04 19:00:00,204.3,159.6,246.1
zone,48,2024-04-04 20:00:00,202.6,157.6,245.1
zone,48,2024-04-04 21:00:00,256.4,210.9,299.3
zone,48,2024-04-04 22:00:00,283.2,240.4,324.2
zone,48,2024-04-04 23:00:00,217.6,177.2,257.2
zone,48,2024-04-05 00:00:00,162.0,118.7,203.9
zone,48,2024-04-05 01:00:00,112.1,68.2,157.4
zone,48,2024-04-05 02:00:00,80.2,37.9,123.4
zone,48,2024-04-05 03:00:00,69.5,26.0,113.3
zone,48,2024-04-05 04:00:00,53.9,14.6,98.0
zone,48,2024-04-05 05:00:00,48.1,5.1,89.4
zone,48,2024-04-05 06:00:00,73.2,29.5,117.1
zone,48,2024-04-05 07:00:00,88.9,44.5,132.2
zone,48,2024-04-05 08:00:00,103.4,58.2,144.2
zone,48,2024-04-05 09:00:00,105.9,61.8,152.3
zone,48,2024-04-05 10:00:00,104.6,61.1,147.8
zone,48,2024-04-05 11:00:00,99.5,54.0,139.7
zone,48,2024-04-05 12:00:00,100.2,57.5,144.0
zone,48,2024-04-05 13:00:00,101.3,56.1,141.1
zone,48,2024-04-05 14:00:00,101.3,61.6,146.2
zone,48,2024-04-05 15:00:00,111.7,73.1,157.9
zone,48,2024-04-05 16:00:00,141.7,100.6,184.1
zone,48,2024-04-05 17:00:00,169.8,127.9,213.9
zone,48,2024-04-05 18:00:00,204.2,158.2,245.7
zone,48,2024-04-05 19:00:00,207.8,164.7,249.2
zone,48,2024-04-05 20:00:00,214.5,172.5,257.8
zone,48,2024-04-05 21:00:00,276.5,231.9,317.8
zone,48,2024-04-05 22:00:00,310.6,270.6,356.1
zone,48,2024-04-05 23:00:00,250.7,208.5,290.1
zone,48,2024-04-06 00:00:00,199.1,155.7,241.6
zone,48,2024-04-06 01:00:00,150.9,108.7,196.6
zone,48,2024-04-06 02:00:00,118.4,75.8,160.7
zone,48,2024-04-06 03:00:00,104.7,61.5,147.6
zone,48,2024-04-06 04:00:00,84.1,41.0,124.0
zone,48,2024-04-06 05:00:00,72.0,27.8,113.2
zone,48,2024-04-06 06:00:00,89.9,46.4,132.6
zone,48,2024-04-06 07:00:00,98.6,52.3,143.4
zone,48,2024-04-06 08:00:00,107.0,64.4,150.8
zone,48,2024-04-06 09:00:00,105.1,62.3,150.3
zone,48,2024-04-06 10:00:00,101.7,60.8,144.6
zone,48,2024-04-06 11:00:00,97.3,56.0,140.4
zone,48,2024-04-06 12:00:00,101.3,59.1,145.7
zone,48,2024-04-06 13:00:00,108.2,64.5,153.6
zone,48,2024-04-06 14:00:00,115.9,71.8,160.1
zone,48,2024-04-06 15:00:00,134.9,89.9,174.8
zone,48,2024-04-06 16:00:00,173.8,132.3,218.4
zone,48,2024-04-06 17:00:00,209.8,167.3,252.7
zone,48,2024-04-06 18:00:00,250.4,204.2,295.3
zone,48,2024-04-06 19:00:00,257.5,213.9,301.6
zone,48,2024-04-06 20:00:00,264.5,219.6,304.3
zone,48,2024-04-06 21:00:00,323.7,281.3,369.3
zone,48,2024-04-06 22:00:00,352.1,306.8,395.1
zone,48,2024-04-06 23:00:00,284.2,237.9,327.8
zone,48,2024-04-07 00:00:00,223.2,177.5,259.5
zone,48,2024-04-07 01:00:00,165.2,122.5,208.1
zone,48,2024-04-07 02:00:00,123.7,76.7,165.9
zone,48,2024-04-07 03:00:00,102.9,59.2,146.0
zone,48,2024-04-07 04:00:00,77.7,34.1,123.2
zone,48,2024-04-07 05:00:00,64.0,20.1,106.9
zone,48,2024-04-07 06:00:00,83.3,35.6,123.4
zone,48,2024-04-07 07:00:00,95.8,52.6,137.1
zone,48,2024-04-07 08:00:00,109.8,69.1,152.4
zone,48,2024-04-07 09:00:00,113.8,68.6,156.8
zone,48,2024-04-07 10:00:00,115.3,71.3,160.5
zone,48,2024-04-07 11:00:00,113.5,68.7,157.3
zone,48,2024-04-07 12:00:00,116.6,72.3,160.4
